node_id,node_type,community,weighted_degree,raw_weighted_degree,snapshot_id,model_version
USR-00286,user,1,22.523243668483,29.0,snap_b65ab0cef6cd9077,1.1.0
USR-00287,user,0,32.54263781045266,47.0,snap_b65ab0cef6cd9077,1.1.0
USR-00288,user,3,17.543042307442995,22.0,snap_b65ab0cef6cd9077,1.1.0
USR-00289,user,1,17.66174066485129,22.0,snap_b65ab0cef6cd9077,1.1.0
USR-00290,user,0,21.25703631418385,27.0,snap_b65ab0cef6cd9077,1.1.0
USR-00291,user,4,29.228848910089305,38.0,snap_b65ab0cef6cd9077,1.1.0
USR-00292,user,0,20.438916735180687,28.0,snap_b65ab0cef6cd9077,1.1.0
USR-00293,user,5,31.541465270915484,34.0,snap_b65ab0cef6cd9077,1.1.0
USR-00294,user,0,24.325603395173975,30.0,snap_b65ab0cef6cd9077,1.1.0
USR-00295,user,2,43.32907161156804,55.0,snap_b65ab0cef6cd9077,1.1.0
USR-00296,user,5,18.41957330813919,21.0,snap_b65ab0cef6cd9077,1.1.0
USR-00297,user,5,28.32847647776501,28.0,snap_b65ab0cef6cd9077,1.1.0
USR-00298,user,4,28.760047067901468,31.0,snap_b65ab0cef6cd9077,1.1.0
USR-00299,user,4,16.424545420599266,15.0,snap_b65ab0cef6cd9077,1.1.0
USR-00300,user,2,20.706265096158276,25.0,snap_b65ab0cef6cd9077,1.1.0
USR-00301,user,4,23.17331593918974,24.0,snap_b65ab0cef6cd9077,1.1.0
USR-00302,user,0,25.64239541584109,38.0,snap_b65ab0cef6cd9077,1.1.0
USR-00303,user,1,31.99855380792602,38.0,snap_b65ab0cef6cd9077,1.1.0
USR-00304,user,1,20.301409079103294,24.0,snap_b65ab0cef6cd9077,1.1.0
USR-00305,user,4,30.280387091434534,33.0,snap_b65ab0cef6cd9077,1.1.0
USR-00306,user,1,37.23412925703543,47.0,snap_b65ab0cef6cd9077,1.1.0
USR-00307,user,1,29.406910732376332,35.0,snap_b65ab0cef6cd9077,1.1.0
USR-00308,user,2,34.10785928762464,40.0,snap_b65ab0cef6cd9077,1.1.0
USR-00309,user,3,35.99356144477462,44.0,snap_b65ab0cef6cd9077,1.1.0
USR-00310,user,2,31.772855525372034,44.0,snap_b65ab0cef6cd9077,1.1.0
USR-00311,user,1,24.668026953927203,35.0,snap_b65ab0cef6cd9077,1.1.0
USR-00312,user,1,40.991749572178456,54.0,snap_b65ab0cef6cd9077,1.1.0
USR-00313,user,3,33.902798214151844,36.0,snap_b65ab0cef6cd9077,1.1.0
USR-00314,user,3,15.75951192621713,20.0,snap_b65ab0cef6cd9077,1.1.0
USR-00315,user,3,18.472823494784407,21.0,snap_b65ab0cef6cd9077,1.1.0
USR-00316,user,3,15.682126287006316,21.0,snap_b65ab0cef6cd9077,1.1.0
USR-00317,user,3,25.992831614632028,30.0,snap_b65ab0cef6cd9077,1.1.0
USR-00318,user,2,19.448892250439695,24.0,snap_b65ab0cef6cd9077,1.1.0
USR-00319,user,3,32.12398201904033,40.0,snap_b65ab0cef6cd9077,1.1.0
USR-00320,user,5,38.742963463406674,48.0,snap_b65ab0cef6cd9077,1.1.0
USR-00321,user,5,27.24399265357344,29.0,snap_b65ab0cef6cd9077,1.1.0
USR-00322,user,1,25.71489278270196,34.0,snap_b65ab0cef6cd9077,1.1.0
USR-00323,user,3,37.796127498817924,62.0,snap_b65ab0cef6cd9077,1.1.0
USR-00324,user,1,17.941171712017443,18.0,snap_b65ab0cef6cd9077,1.1.0
USR-00325,user,4,30.36674733735106,34.0,snap_b65ab0cef6cd9077,1.1.0
USR-00326,user,2,39.237301136134,45.0,snap_b65ab0cef6cd9077,1.1.0
USR-00327,user,4,35.262332723020904,48.0,snap_b65ab0cef6cd9077,1.1.0
USR-00328,user,1,22.041216281645404,26.0,snap_b65ab0cef6cd9077,1.1.0
USR-00329,user,2,26.973852503059856,39.0,snap_b65ab0cef6cd9077,1.1.0
USR-00330,user,3,24.344223210352396,28.0,snap_b65ab0cef6cd9077,1.1.0
USR-00331,user,4,20.71624435610988,31.0,snap_b65ab0cef6cd9077,1.1.0
USR-00332,user,3,21.21617963291404,25.0,snap_b65ab0cef6cd9077,1.1.0
USR-00333,user,2,34.26947041112275,45.0,snap_b65ab0cef6cd9077,1.1.0
USR-00334,user,5,47.12577539720757,66.0,snap_b65ab0cef6cd9077,1.1.0
USR-00335,user,0,23.752726378221006,32.0,snap_b65ab0cef6cd9077,1.1.0
USR-00336,user,2,26.52674050874938,32.0,snap_b65ab0cef6cd9077,1.1.0
USR-00337,user,0,26.56967123350359,33.0,snap_b65ab0cef6cd9077,1.1.0
USR-00338,user,4,27.461973999385194,41.0,snap_b65ab0cef6cd9077,1.1.0
USR-00339,user,0,27.07767023129249,38.0,snap_b65ab0cef6cd9077,1.1.0
USR-00340,user,5,23.953831210930673,26.0,snap_b65ab0cef6cd9077,1.1.0
USR-00341,user,0,22.856548828863556,28.0,snap_b65ab0cef6cd9077,1.1.0
USR-00342,user,5,21.56577376807857,25.0,snap_b65ab0cef6cd9077,1.1.0
USR-00343,user,4,30.443367553980213,39.0,snap_b65ab0cef6cd9077,1.1.0
USR-00344,user,2,24.63604686859447,30.0,snap_b65ab0cef6cd9077,1.1.0
USR-00345,user,4,21.18148754875977,21.0,snap_b65ab0cef6cd9077,1.1.0
USR-00346,user,4,24.79704173846708,32.0,snap_b65ab0cef6cd9077,1.1.0
USR-00347,user,5,29.502474766877047,36.0,snap_b65ab0cef6cd9077,1.1.0
USR-00348,user,3,25.727026863022466,29.0,snap_b65ab0cef6cd9077,1.1.0
USR-00349,user,2,41.03540288805097,46.0,snap_b65ab0cef6cd9077,1.1.0
USR-00350,user,5,25.206826614145367,28.0,snap_b65ab0cef6cd9077,1.1.0
USR-00351,user,2,22.350385988286508,25.0,snap_b65ab0cef6cd9077,1.1.0
USR-00352,user,0,19.659399753996098,24.0,snap_b65ab0cef6cd9077,1.1.0
USR-00353,user,2,23.912330912561167,32.0,snap_b65ab0cef6cd9077,1.1.0
USR-00354,user,2,27.74127971286637,31.0,snap_b65ab0cef6cd9077,1.1.0
USR-00355,user,1,35.102789318377226,47.0,snap_b65ab0cef6cd9077,1.1.0
USR-00356,user,1,31.158675703371955,36.0,snap_b65ab0cef6cd9077,1.1.0
USR-00357,user,1,39.98145282491723,49.0,snap_b65ab0cef6cd9077,1.1.0
USR-00358,user,4,27.35488513746154,28.0,snap_b65ab0cef6cd9077,1.1.0
USR-00359,user,1,33.01191354737181,40.0,snap_b65ab0cef6cd9077,1.1.0
USR-00360,user,2,25.085616836894083,27.0,snap_b65ab0cef6cd9077,1.1.0
USR-00361,user,5,32.5223941160217,42.0,snap_b65ab0cef6cd9077,1.1.0
USR-00362,user,0,18.04549257400299,25.0,snap_b65ab0cef6cd9077,1.1.0
USR-00363,user,0,20.013115609418897,22.0,snap_b65ab0cef6cd9077,1.1.0
USR-00364,user,0,27.41980646803748,44.0,snap_b65ab0cef6cd9077,1.1.0
USR-00365,user,2,31.16678412973635,49.0,snap_b65ab0cef6cd9077,1.1.0
USR-00366,user,4,32.51707368748877,40.0,snap_b65ab0cef6cd9077,1.1.0
USR-00367,user,4,27.137546035284622,39.0,snap_b65ab0cef6cd9077,1.1.0
USR-00368,user,2,29.151155978520563,40.0,snap_b65ab0cef6cd9077,1.1.0
USR-00369,user,3,19.459131620146948,24.0,snap_b65ab0cef6cd9077,1.1.0
USR-00370,user,5,37.14700316955966,37.0,snap_b65ab0cef6cd9077,1.1.0
USR-00371,user,4,35.76068221512068,42.0,snap_b65ab0cef6cd9077,1.1.0
USR-00372,user,3,23.696033558150774,25.0,snap_b65ab0cef6cd9077,1.1.0
USR-00373,user,0,27.11803321767583,29.0,snap_b65ab0cef6cd9077,1.1.0
USR-00374,user,3,17.298382476678704,21.0,snap_b65ab0cef6cd9077,1.1.0
USR-00375,user,1,42.75100580999921,63.0,snap_b65ab0cef6cd9077,1.1.0
USR-00376,user,0,27.0711248661514,40.0,snap_b65ab0cef6cd9077,1.1.0
USR-00377,user,5,23.48103259718449,32.0,snap_b65ab0cef6cd9077,1.1.0
USR-00378,user,1,19.575912042930447,21.0,snap_b65ab0cef6cd9077,1.1.0
USR-00379,user,1,33.634713536157484,45.0,snap_b65ab0cef6cd9077,1.1.0
USR-00380,user,4,29.14336739775139,33.0,snap_b65ab0cef6cd9077,1.1.0
USR-00381,user,2,25.075351582038188,36.0,snap_b65ab0cef6cd9077,1.1.0
USR-00382,user,5,24.34238113824505,27.0,snap_b65ab0cef6cd9077,1.1.0
USR-00383,user,4,41.592758545643015,60.0,snap_b65ab0cef6cd9077,1.1.0
USR-00384,user,1,11.996195016854138,12.0,snap_b65ab0cef6cd9077,1.1.0
USR-00385,user,3,26.87563387176192,38.0,snap_b65ab0cef6cd9077,1.1.0
USR-00386,user,5,45.24708705148948,60.0,snap_b65ab0cef6cd9077,1.1.0
USR-00387,user,4,24.18338060930464,34.0,snap_b65ab0cef6cd9077,1.1.0
USR-00388,user,5,24.24559000423281,28.0,snap_b65ab0cef6cd9077,1.1.0
USR-00389,user,0,35.567826948738194,39.0,snap_b65ab0cef6cd9077,1.1.0
USR-00390,user,4,19.024665114750462,21.0,snap_b65ab0cef6cd9077,1.1.0
USR-00391,user,2,27.319379364577948,41.0,snap_b65ab0cef6cd9077,1.1.0
USR-00392,user,5,36.45237888538549,40.0,snap_b65ab0cef6cd9077,1.1.0
USR-00393,user,2,25.16496008232704,26.0,snap_b65ab0cef6cd9077,1.1.0
USR-00394,user,2,18.91334799374975,28.0,snap_b65ab0cef6cd9077,1.1.0
USR-00395,user,5,43.97813361032338,70.0,snap_b65ab0cef6cd9077,1.1.0
USR-00396,user,1,31.19040318353239,40.0,snap_b65ab0cef6cd9077,1.1.0
USR-00397,user,4,30.060765502039963,36.0,snap_b65ab0cef6cd9077,1.1.0
USR-00398,user,3,26.490851654151392,28.0,snap_b65ab0cef6cd9077,1.1.0
USR-00399,user,1,27.880391374439796,32.0,snap_b65ab0cef6cd9077,1.1.0
USR-00400,user,1,23.921737635860794,27.0,snap_b65ab0cef6cd9077,1.1.0
USR-00401,user,4,39.89582591177581,47.0,snap_b65ab0cef6cd9077,1.1.0
USR-00402,user,5,31.564651664830112,37.0,snap_b65ab0cef6cd9077,1.1.0
USR-00403,user,4,24.903004945736196,31.0,snap_b65ab0cef6cd9077,1.1.0
USR-00404,user,0,16.64732909292333,27.0,snap_b65ab0cef6cd9077,1.1.0
USR-00405,user,5,42.341173414825334,50.0,snap_b65ab0cef6cd9077,1.1.0
USR-00406,user,5,27.40003539857341,33.0,snap_b65ab0cef6cd9077,1.1.0
USR-00407,user,3,15.781460279902982,18.0,snap_b65ab0cef6cd9077,1.1.0
USR-00408,user,4,37.12160630301473,43.0,snap_b65ab0cef6cd9077,1.1.0
USR-00409,user,0,22.173521122980024,27.0,snap_b65ab0cef6cd9077,1.1.0
USR-00410,user,5,30.09495498313933,32.0,snap_b65ab0cef6cd9077,1.1.0
USR-00411,user,2,30.094913519083775,40.0,snap_b65ab0cef6cd9077,1.1.0
USR-00412,user,2,24.808663586789496,29.0,snap_b65ab0cef6cd9077,1.1.0
USR-00413,user,4,34.81142811034694,42.0,snap_b65ab0cef6cd9077,1.1.0
USR-00414,user,5,28.30153649740839,32.0,snap_b65ab0cef6cd9077,1.1.0
USR-00415,user,0,30.296565664628545,34.0,snap_b65ab0cef6cd9077,1.1.0
USR-00416,user,3,35.772233818223306,45.0,snap_b65ab0cef6cd9077,1.1.0
USR-00417,user,0,24.434286337416257,33.0,snap_b65ab0cef6cd9077,1.1.0
USR-00418,user,4,24.336314557722886,25.0,snap_b65ab0cef6cd9077,1.1.0
USR-00419,user,0,19.04663242080875,19.0,snap_b65ab0cef6cd9077,1.1.0
USR-00420,user,5,24.63829400190431,23.0,snap_b65ab0cef6cd9077,1.1.0
USR-00421,user,2,36.325562232049606,47.0,snap_b65ab0cef6cd9077,1.1.0
USR-00422,user,0,19.090704837553105,33.0,snap_b65ab0cef6cd9077,1.1.0
USR-00423,user,0,22.22009892072413,25.0,snap_b65ab0cef6cd9077,1.1.0
USR-00424,user,0,25.377790260093427,35.0,snap_b65ab0cef6cd9077,1.1.0
USR-00425,user,2,16.588611413920447,18.0,snap_b65ab0cef6cd9077,1.1.0
USR-00426,user,4,24.361367611860132,25.0,snap_b65ab0cef6cd9077,1.1.0
USR-00427,user,3,26.91316908335184,29.0,snap_b65ab0cef6cd9077,1.1.0
USR-00428,user,4,21.148351804730986,29.0,snap_b65ab0cef6cd9077,1.1.0
USR-00429,user,0,25.666351055572708,39.0,snap_b65ab0cef6cd9077,1.1.0
USR-00430,user,4,24.38767651560059,26.0,snap_b65ab0cef6cd9077,1.1.0
USR-00431,user,5,31.708739937056443,42.0,snap_b65ab0cef6cd9077,1.1.0
USR-00432,user,4,20.671419479753677,24.0,snap_b65ab0cef6cd9077,1.1.0
USR-00433,user,2,15.471109040306192,14.0,snap_b65ab0cef6cd9077,1.1.0
USR-00434,user,4,31.964442471482144,38.0,snap_b65ab0cef6cd9077,1.1.0
USR-00435,user,0,29.829051050664045,38.0,snap_b65ab0cef6cd9077,1.1.0
USR-00436,user,3,34.720332616950515,48.0,snap_b65ab0cef6cd9077,1.1.0
USR-00437,user,0,17.963147928280346,20.0,snap_b65ab0cef6cd9077,1.1.0
USR-00438,user,1,32.88245973689489,44.0,snap_b65ab0cef6cd9077,1.1.0
USR-00439,user,0,41.68956389107503,52.0,snap_b65ab0cef6cd9077,1.1.0
USR-00440,user,2,41.827233047192905,51.0,snap_b65ab0cef6cd9077,1.1.0
USR-00441,user,4,26.684646829985496,31.0,snap_b65ab0cef6cd9077,1.1.0
USR-00442,user,0,24.118290780251552,25.0,snap_b65ab0cef6cd9077,1.1.0
USR-00443,user,4,27.684927561328376,29.0,snap_b65ab0cef6cd9077,1.1.0
USR-00444,user,0,17.17963678570955,20.0,snap_b65ab0cef6cd9077,1.1.0
USR-00445,user,3,20.82001955979298,21.0,snap_b65ab0cef6cd9077,1.1.0
USR-00446,user,2,32.33659475367608,40.0,snap_b65ab0cef6cd9077,1.1.0
USR-00447,user,5,25.25050599473171,28.0,snap_b65ab0cef6cd9077,1.1.0
USR-00448,user,2,19.9206704499779,23.0,snap_b65ab0cef6cd9077,1.1.0
USR-00449,user,0,13.265013968476408,11.0,snap_b65ab0cef6cd9077,1.1.0
USR-00450,user,2,27.329504353971604,33.0,snap_b65ab0cef6cd9077,1.1.0
USR-00451,user,0,18.606925769939874,23.0,snap_b65ab0cef6cd9077,1.1.0
USR-00452,user,5,25.946562290153842,36.0,snap_b65ab0cef6cd9077,1.1.0
USR-00453,user,2,31.93959803295836,33.0,snap_b65ab0cef6cd9077,1.1.0
USR-00454,user,0,13.811598500013412,21.0,snap_b65ab0cef6cd9077,1.1.0
USR-00455,user,1,38.271146461217796,44.0,snap_b65ab0cef6cd9077,1.1.0
USR-00456,user,0,44.06994654100448,63.0,snap_b65ab0cef6cd9077,1.1.0
USR-00457,user,5,28.255601392067963,29.0,snap_b65ab0cef6cd9077,1.1.0
USR-00458,user,1,14.744166702258253,19.0,snap_b65ab0cef6cd9077,1.1.0
USR-00459,user,4,32.10867752649224,40.0,snap_b65ab0cef6cd9077,1.1.0
USR-00460,user,3,38.95764781003399,60.0,snap_b65ab0cef6cd9077,1.1.0
USR-00461,user,2,27.204785305502647,32.0,snap_b65ab0cef6cd9077,1.1.0
USR-00462,user,0,25.740909068557144,40.0,snap_b65ab0cef6cd9077,1.1.0
USR-00463,user,5,29.912936264899816,37.0,snap_b65ab0cef6cd9077,1.1.0
USR-00464,user,3,31.38637330547744,47.0,snap_b65ab0cef6cd9077,1.1.0
USR-00465,user,2,23.0687284468084,30.0,snap_b65ab0cef6cd9077,1.1.0
USR-00466,user,2,10.723115443827552,7.0,snap_b65ab0cef6cd9077,1.1.0
USR-00467,user,2,21.0470597698374,30.0,snap_b65ab0cef6cd9077,1.1.0
USR-00468,user,5,16.134513816538092,24.0,snap_b65ab0cef6cd9077,1.1.0
USR-00469,user,0,19.25947186744681,24.0,snap_b65ab0cef6cd9077,1.1.0
USR-00470,user,1,17.767808226243133,23.0,snap_b65ab0cef6cd9077,1.1.0
USR-00471,user,1,14.55561510862618,17.0,snap_b65ab0cef6cd9077,1.1.0
USR-00472,user,1,33.31229043620728,43.0,snap_b65ab0cef6cd9077,1.1.0
USR-00473,user,0,26.395135027498988,30.0,snap_b65ab0cef6cd9077,1.1.0
USR-00474,user,0,25.598555577156255,31.0,snap_b65ab0cef6cd9077,1.1.0
USR-00475,user,3,30.915561333918728,34.0,snap_b65ab0cef6cd9077,1.1.0
USR-00476,user,4,34.822698017185964,42.0,snap_b65ab0cef6cd9077,1.1.0
USR-00477,user,1,22.486551680519366,31.0,snap_b65ab0cef6cd9077,1.1.0
USR-00478,user,2,18.74562512228354,20.0,snap_b65ab0cef6cd9077,1.1.0
USR-00479,user,2,13.901433967779173,16.0,snap_b65ab0cef6cd9077,1.1.0
USR-00480,user,1,23.556394191148012,27.0,snap_b65ab0cef6cd9077,1.1.0
USR-00481,user,1,16.01881049672376,19.0,snap_b65ab0cef6cd9077,1.1.0
USR-00482,user,3,19.32767977027504,21.0,snap_b65ab0cef6cd9077,1.1.0
USR-00483,user,2,29.88844439332409,33.0,snap_b65ab0cef6cd9077,1.1.0
USR-00484,user,3,26.513266162022262,32.0,snap_b65ab0cef6cd9077,1.1.0
USR-00485,user,0,36.949733961861355,46.0,snap_b65ab0cef6cd9077,1.1.0
USR-00486,user,1,28.622566373054145,28.0,snap_b65ab0cef6cd9077,1.1.0
USR-00487,user,1,24.333196257131686,33.0,snap_b65ab0cef6cd9077,1.1.0
USR-00488,user,3,20.83648061378424,24.0,snap_b65ab0cef6cd9077,1.1.0
USR-00489,user,2,23.91126786604667,27.0,snap_b65ab0cef6cd9077,1.1.0
USR-00490,user,2,30.49583618890404,37.0,snap_b65ab0cef6cd9077,1.1.0
USR-00491,user,2,18.1613985229492,20.0,snap_b65ab0cef6cd9077,1.1.0
USR-00492,user,2,23.662746926718896,24.0,snap_b65ab0cef6cd9077,1.1.0
USR-00493,user,2,16.76921103142395,16.0,snap_b65ab0cef6cd9077,1.1.0
USR-00494,user,3,39.40609019415329,48.0,snap_b65ab0cef6cd9077,1.1.0
USR-00495,user,4,45.54329602846573,57.0,snap_b65ab0cef6cd9077,1.1.0
USR-00496,user,1,32.0512988895599,42.0,snap_b65ab0cef6cd9077,1.1.0
USR-00497,user,1,24.419015337705105,27.0,snap_b65ab0cef6cd9077,1.1.0
USR-00498,user,2,26.95753809932773,28.0,snap_b65ab0cef6cd9077,1.1.0
USR-00499,user,3,24.68364189149383,31.0,snap_b65ab0cef6cd9077,1.1.0
USR-00500,user,1,20.19184336318752,24.0,snap_b65ab0cef6cd9077,1.1.0
USR-00501,user,4,24.33925149995841,27.0,snap_b65ab0cef6cd9077,1.1.0
USR-00502,user,5,23.531942393337705,33.0,snap_b65ab0cef6cd9077,1.1.0
USR-00503,user,5,34.60541936074378,39.0,snap_b65ab0cef6cd9077,1.1.0
USR-00504,user,1,20.206642321417718,23.0,snap_b65ab0cef6cd9077,1.1.0
USR-00505,user,1,17.110727095888894,22.0,snap_b65ab0cef6cd9077,1.1.0
USR-00506,user,4,17.399547077034917,22.0,snap_b65ab0cef6cd9077,1.1.0
USR-00507,user,3,45.040529623062596,69.0,snap_b65ab0cef6cd9077,1.1.0
USR-00508,user,4,35.27720255638669,43.0,snap_b65ab0cef6cd9077,1.1.0
USR-00509,user,1,28.183114511214903,41.0,snap_b65ab0cef6cd9077,1.1.0
USR-00510,user,0,20.836820809687648,24.0,snap_b65ab0cef6cd9077,1.1.0
USR-00511,user,0,15.598144504280587,16.0,snap_b65ab0cef6cd9077,1.1.0
USR-00512,user,4,20.57303817574811,23.0,snap_b65ab0cef6cd9077,1.1.0
USR-00513,user,0,18.63884731163589,23.0,snap_b65ab0cef6cd9077,1.1.0
USR-00514,user,3,23.93321481615689,24.0,snap_b65ab0cef6cd9077,1.1.0
USR-00515,user,3,44.36507251287842,58.0,snap_b65ab0cef6cd9077,1.1.0
USR-00516,user,0,16.606432392488824,21.0,snap_b65ab0cef6cd9077,1.1.0
USR-00517,user,3,13.67094287004322,15.0,snap_b65ab0cef6cd9077,1.1.0
USR-00518,user,4,25.221739772241175,29.0,snap_b65ab0cef6cd9077,1.1.0
USR-00519,user,0,37.846007748430104,50.0,snap_b65ab0cef6cd9077,1.1.0
USR-00520,user,4,16.693561670153116,23.0,snap_b65ab0cef6cd9077,1.1.0
USR-00521,user,4,29.761118312113283,34.0,snap_b65ab0cef6cd9077,1.1.0
USR-00522,user,3,27.128362170888124,39.0,snap_b65ab0cef6cd9077,1.1.0
USR-00523,user,0,21.126513563636347,22.0,snap_b65ab0cef6cd9077,1.1.0
USR-00524,user,2,16.938069827963602,23.0,snap_b65ab0cef6cd9077,1.1.0
USR-00525,user,0,31.252640684255752,36.0,snap_b65ab0cef6cd9077,1.1.0
USR-00526,user,3,31.704196634455883,38.0,snap_b65ab0cef6cd9077,1.1.0
USR-00527,user,5,24.114577359854934,25.0,snap_b65ab0cef6cd9077,1.1.0
USR-00528,user,5,30.707355933100093,34.0,snap_b65ab0cef6cd9077,1.1.0
USR-00529,user,4,23.15917407043861,26.0,snap_b65ab0cef6cd9077,1.1.0
USR-00530,user,3,21.012054210154027,25.0,snap_b65ab0cef6cd9077,1.1.0
USR-00531,user,2,31.020044161033297,38.0,snap_b65ab0cef6cd9077,1.1.0
USR-00532,user,2,21.09423548405159,27.0,snap_b65ab0cef6cd9077,1.1.0
USR-00533,user,1,33.33084710010254,39.0,snap_b65ab0cef6cd9077,1.1.0
USR-00534,user,2,22.960413156675223,30.0,snap_b65ab0cef6cd9077,1.1.0
USR-00535,user,0,21.749224417552995,32.0,snap_b65ab0cef6cd9077,1.1.0
USR-00536,user,3,35.322733559035605,42.0,snap_b65ab0cef6cd9077,1.1.0
USR-00537,user,1,20.609212730722614,28.0,snap_b65ab0cef6cd9077,1.1.0
USR-00538,user,2,19.71109660564032,23.0,snap_b65ab0cef6cd9077,1.1.0
USR-00539,user,0,16.35714122442303,20.0,snap_b65ab0cef6cd9077,1.1.0
USR-00540,user,4,32.35109061062245,39.0,snap_b65ab0cef6cd9077,1.1.0
USR-00541,user,5,26.340635105259018,33.0,snap_b65ab0cef6cd9077,1.1.0
USR-00542,user,2,22.094154871138716,24.0,snap_b65ab0cef6cd9077,1.1.0
USR-00543,user,4,20.684818865927596,24.0,snap_b65ab0cef6cd9077,1.1.0
USR-00544,user,5,20.90066385416001,24.0,snap_b65ab0cef6cd9077,1.1.0
USR-00545,user,0,21.357123444576008,23.0,snap_b65ab0cef6cd9077,1.1.0
USR-00546,user,1,21.04692615927418,31.0,snap_b65ab0cef6cd9077,1.1.0
USR-00547,user,1,24.894734779944887,26.0,snap_b65ab0cef6cd9077,1.1.0
USR-00548,user,0,17.64590655541398,23.0,snap_b65ab0cef6cd9077,1.1.0
USR-00549,user,4,25.698358706835542,25.0,snap_b65ab0cef6cd9077,1.1.0
USR-00550,user,1,21.543964521410405,27.0,snap_b65ab0cef6cd9077,1.1.0
USR-00551,user,1,31.88788051853887,50.0,snap_b65ab0cef6cd9077,1.1.0
USR-00552,user,0,29.08444536385887,33.0,snap_b65ab0cef6cd9077,1.1.0
USR-00553,user,0,38.66463561978219,46.0,snap_b65ab0cef6cd9077,1.1.0
USR-00554,user,5,33.31220613825457,42.0,snap_b65ab0cef6cd9077,1.1.0
USR-00555,user,0,15.944607115883382,22.0,snap_b65ab0cef6cd9077,1.1.0
USR-00556,user,3,23.564230064888818,37.0,snap_b65ab0cef6cd9077,1.1.0
USR-00557,user,3,24.986321649553666,29.0,snap_b65ab0cef6cd9077,1.1.0
USR-00558,user,1,30.23793371740003,42.0,snap_b65ab0cef6cd9077,1.1.0
USR-00559,user,5,27.211102437099505,26.0,snap_b65ab0cef6cd9077,1.1.0
USR-00560,user,3,35.44956294499133,43.0,snap_b65ab0cef6cd9077,1.1.0
USR-00561,user,0,17.088148605373654,18.0,snap_b65ab0cef6cd9077,1.1.0
USR-00562,user,4,39.061205366106556,51.0,snap_b65ab0cef6cd9077,1.1.0
USR-00563,user,4,24.549471486020995,35.0,snap_b65ab0cef6cd9077,1.1.0
USR-00564,user,2,33.85523876114672,48.0,snap_b65ab0cef6cd9077,1.1.0
USR-00565,user,2,18.215959778521142,20.0,snap_b65ab0cef6cd9077,1.1.0
USR-00566,user,2,32.05877326263724,43.0,snap_b65ab0cef6cd9077,1.1.0
USR-00567,user,4,27.289752364691246,40.0,snap_b65ab0cef6cd9077,1.1.0
USR-00568,user,5,30.71994693697969,33.0,snap_b65ab0cef6cd9077,1.1.0
USR-00569,user,3,31.058078662640916,27.0,snap_b65ab0cef6cd9077,1.1.0
USR-00570,user,5,39.99376323731534,62.0,snap_b65ab0cef6cd9077,1.1.0
USR-00571,user,3,43.332884609218446,54.0,snap_b65ab0cef6cd9077,1.1.0
USR-00572,user,4,30.358571134384803,33.0,snap_b65ab0cef6cd9077,1.1.0
USR-00573,user,1,40.624373288176606,46.0,snap_b65ab0cef6cd9077,1.1.0
USR-00574,user,4,28.123464161622376,36.0,snap_b65ab0cef6cd9077,1.1.0
USR-00575,user,4,27.659772377408167,37.0,snap_b65ab0cef6cd9077,1.1.0
USR-00576,user,1,19.615888992381304,29.0,snap_b65ab0cef6cd9077,1.1.0
USR-00577,user,5,33.33739394431869,39.0,snap_b65ab0cef6cd9077,1.1.0
USR-00578,user,2,28.700396982545985,45.0,snap_b65ab0cef6cd9077,1.1.0
USR-00579,user,4,31.477256375480227,40.0,snap_b65ab0cef6cd9077,1.1.0
USR-00580,user,3,26.259950706693452,37.0,snap_b65ab0cef6cd9077,1.1.0
USR-00581,user,1,24.652814801553724,29.0,snap_b65ab0cef6cd9077,1.1.0
USR-00582,user,1,40.36756255436043,54.0,snap_b65ab0cef6cd9077,1.1.0
USR-00583,user,4,34.14421482772466,45.0,snap_b65ab0cef6cd9077,1.1.0
USR-00584,user,1,31.38752666812843,37.0,snap_b65ab0cef6cd9077,1.1.0
USR-00585,user,5,26.841591490518955,31.0,snap_b65ab0cef6cd9077,1.1.0
USR-00586,user,2,20.175863409795635,34.0,snap_b65ab0cef6cd9077,1.1.0
USR-00587,user,0,35.45998491043875,46.0,snap_b65ab0cef6cd9077,1.1.0
USR-00588,user,3,39.395985777026304,52.0,snap_b65ab0cef6cd9077,1.1.0
USR-00589,user,0,17.54107583628818,18.0,snap_b65ab0cef6cd9077,1.1.0
USR-00590,user,0,19.51807455141719,24.0,snap_b65ab0cef6cd9077,1.1.0
USR-00591,user,5,21.428112124776966,27.0,snap_b65ab0cef6cd9077,1.1.0
USR-00592,user,1,19.317020514308616,14.0,snap_b65ab0cef6cd9077,1.1.0
USR-00593,user,3,21.99443904948333,21.0,snap_b65ab0cef6cd9077,1.1.0
USR-00594,user,2,32.29485532508505,38.0,snap_b65ab0cef6cd9077,1.1.0
USR-00595,user,1,44.25335055584857,70.0,snap_b65ab0cef6cd9077,1.1.0
USR-00596,user,3,26.956646826527923,39.0,snap_b65ab0cef6cd9077,1.1.0
USR-00597,user,2,31.48748328111936,35.0,snap_b65ab0cef6cd9077,1.1.0
USR-00598,user,2,18.98229984387364,22.0,snap_b65ab0cef6cd9077,1.1.0
USR-00599,user,5,34.65376027738802,36.0,snap_b65ab0cef6cd9077,1.1.0
USR-00600,user,2,28.288323768271766,36.0,snap_b65ab0cef6cd9077,1.1.0
USR-00601,user,1,28.154666824544456,33.0,snap_b65ab0cef6cd9077,1.1.0
USR-00602,user,4,25.092899187813444,28.0,snap_b65ab0cef6cd9077,1.1.0
