user_id,category_id,category_name,category_family,interaction_weight,train_weight,test_weight
USR-00266,CAT-005,Storage,Digital,11,6,5
USR-00266,CAT-024,Stationery,Family,2,2,0
USR-00267,CAT-006,Kitchen appliances,Home,8,5,3
USR-00267,CAT-007,Cleaning,Home,9,7,2
USR-00267,CAT-008,Coffee,Home,13,10,3
USR-00267,CAT-009,Lighting,Home,7,4,3
USR-00267,CAT-010,Bedding,Home,9,7,2
USR-00267,CAT-024,Stationery,Family,2,2,0
USR-00267,CAT-026,Cycling,Outdoor,4,3,1
USR-00268,CAT-001,Smartphones,Digital,8,7,1
USR-00268,CAT-003,Headphones,Digital,9,7,2
USR-00268,CAT-005,Storage,Digital,7,3,4
USR-00268,CAT-011,Clothing,Style,5,4,1
USR-00268,CAT-012,Shoes,Style,9,8,1
USR-00268,CAT-015,Jewelry,Style,5,4,1
USR-00269,CAT-001,Smartphones,Digital,9,6,3
USR-00269,CAT-002,Laptops,Digital,8,5,3
USR-00269,CAT-003,Headphones,Digital,9,6,3
USR-00269,CAT-004,Monitors,Digital,11,9,2
USR-00269,CAT-005,Storage,Digital,9,3,6
USR-00269,CAT-011,Clothing,Style,10,8,2
USR-00269,CAT-013,Bags,Style,5,4,1
USR-00269,CAT-015,Jewelry,Style,7,7,0
USR-00270,CAT-001,Smartphones,Digital,14,13,1
USR-00270,CAT-004,Monitors,Digital,7,6,1
USR-00270,CAT-005,Storage,Digital,11,10,1
USR-00271,CAT-001,Smartphones,Digital,11,8,3
USR-00271,CAT-002,Laptops,Digital,12,11,1
USR-00271,CAT-003,Headphones,Digital,7,6,1
USR-00271,CAT-004,Monitors,Digital,8,7,1
USR-00271,CAT-005,Storage,Digital,6,4,2
USR-00272,CAT-001,Smartphones,Digital,9,7,2
USR-00272,CAT-002,Laptops,Digital,6,5,1
USR-00272,CAT-003,Headphones,Digital,9,8,1
USR-00272,CAT-004,Monitors,Digital,15,13,2
USR-00272,CAT-005,Storage,Digital,8,6,2
USR-00272,CAT-021,Toys,Family,4,3,1
USR-00272,CAT-024,Stationery,Family,3,3,0
USR-00272,CAT-025,Board games,Family,6,5,1
USR-00273,CAT-001,Smartphones,Digital,11,10,1
USR-00273,CAT-002,Laptops,Digital,7,6,1
USR-00273,CAT-003,Headphones,Digital,10,9,1
USR-00273,CAT-004,Monitors,Digital,8,6,2
USR-00273,CAT-005,Storage,Digital,9,6,3
USR-00274,CAT-016,Skincare,Wellness,11,6,5
USR-00274,CAT-017,Haircare,Wellness,10,7,3
USR-00274,CAT-019,Fitness,Wellness,12,10,2
USR-00274,CAT-020,Personal care,Wellness,11,10,1
USR-00274,CAT-028,Garden,Outdoor,4,3,1
USR-00275,CAT-008,Coffee,Home,2,2,0
USR-00275,CAT-016,Skincare,Wellness,7,7,0
USR-00275,CAT-017,Haircare,Wellness,15,13,2
USR-00275,CAT-018,Supplements,Wellness,6,5,1
USR-00275,CAT-019,Fitness,Wellness,6,5,1
USR-00275,CAT-020,Personal care,Wellness,6,5,1
USR-00276,CAT-012,Shoes,Style,9,8,1
USR-00276,CAT-013,Bags,Style,9,7,2
USR-00276,CAT-015,Jewelry,Style,12,11,1
USR-00276,CAT-023,Books,Family,3,2,1
USR-00276,CAT-024,Stationery,Family,1,1,0
USR-00277,CAT-006,Kitchen appliances,Home,8,7,1
USR-00277,CAT-007,Cleaning,Home,8,7,1
USR-00277,CAT-008,Coffee,Home,8,7,1
USR-00277,CAT-009,Lighting,Home,13,9,4
USR-00277,CAT-010,Bedding,Home,11,10,1
USR-00277,CAT-028,Garden,Outdoor,6,6,0
USR-00278,CAT-012,Shoes,Style,5,5,0
USR-00278,CAT-014,Accessories,Style,15,12,3
USR-00278,CAT-015,Jewelry,Style,14,9,5
USR-00278,CAT-020,Personal care,Wellness,6,5,1
USR-00279,CAT-006,Kitchen appliances,Home,11,9,2
USR-00279,CAT-007,Cleaning,Home,10,8,2
USR-00279,CAT-009,Lighting,Home,10,8,2
USR-00279,CAT-026,Cycling,Outdoor,8,7,1
USR-00279,CAT-027,Camping,Outdoor,12,11,1
USR-00279,CAT-028,Garden,Outdoor,6,5,1
USR-00279,CAT-029,Automotive,Outdoor,9,8,1
USR-00279,CAT-030,Sports,Outdoor,16,13,3
USR-00280,CAT-007,Cleaning,Home,7,6,1
USR-00280,CAT-008,Coffee,Home,9,8,1
USR-00280,CAT-009,Lighting,Home,8,8,0
USR-00280,CAT-021,Toys,Family,14,13,1
USR-00280,CAT-022,Baby care,Family,7,6,1
USR-00280,CAT-023,Books,Family,3,3,0
USR-00280,CAT-024,Stationery,Family,9,8,1
USR-00280,CAT-025,Board games,Family,8,8,0
USR-00281,CAT-002,Laptops,Digital,10,8,2
USR-00281,CAT-003,Headphones,Digital,14,11,3
USR-00281,CAT-004,Monitors,Digital,13,7,6
USR-00281,CAT-023,Books,Family,7,6,1
USR-00282,CAT-002,Laptops,Digital,8,6,2
USR-00282,CAT-003,Headphones,Digital,16,16,0
USR-00282,CAT-004,Monitors,Digital,11,8,3
USR-00282,CAT-005,Storage,Digital,12,11,1
USR-00282,CAT-011,Clothing,Style,2,1,1
USR-00282,CAT-019,Fitness,Wellness,5,5,0
USR-00283,CAT-001,Smartphones,Digital,2,2,0
USR-00283,CAT-006,Kitchen appliances,Home,8,7,1
USR-00283,CAT-007,Cleaning,Home,6,6,0
USR-00283,CAT-008,Coffee,Home,9,5,4
USR-00283,CAT-009,Lighting,Home,5,3,2
USR-00283,CAT-010,Bedding,Home,6,6,0
USR-00283,CAT-024,Stationery,Family,4,3,1
USR-00284,CAT-006,Kitchen appliances,Home,8,5,3
USR-00284,CAT-008,Coffee,Home,14,8,6
USR-00284,CAT-010,Bedding,Home,11,6,5
USR-00284,CAT-014,Accessories,Style,3,2,1
USR-00284,CAT-020,Personal care,Wellness,5,5,0
USR-00285,CAT-018,Supplements,Wellness,9,8,1
USR-00285,CAT-019,Fitness,Wellness,12,12,0
USR-00285,CAT-020,Personal care,Wellness,4,3,1
USR-00285,CAT-021,Toys,Family,5,3,2
USR-00285,CAT-024,Stationery,Family,8,5,3
USR-00285,CAT-025,Board games,Family,5,5,0
USR-00286,CAT-004,Monitors,Digital,4,3,1
USR-00286,CAT-013,Bags,Style,12,11,1
USR-00286,CAT-014,Accessories,Style,7,4,3
USR-00286,CAT-015,Jewelry,Style,10,5,5
USR-00286,CAT-018,Supplements,Wellness,1,1,0
USR-00287,CAT-001,Smartphones,Digital,11,7,4
USR-00287,CAT-002,Laptops,Digital,9,6,3
USR-00287,CAT-003,Headphones,Digital,9,9,0
USR-00287,CAT-004,Monitors,Digital,10,8,2
USR-00287,CAT-005,Storage,Digital,7,7,0
USR-00287,CAT-030,Sports,Outdoor,4,4,0
USR-00288,CAT-005,Storage,Digital,2,1,1
USR-00288,CAT-006,Kitchen appliances,Home,12,8,4
USR-00288,CAT-008,Coffee,Home,6,4,2
USR-00288,CAT-009,Lighting,Home,11,8,3
USR-00289,CAT-011,Clothing,Style,10,8,2
USR-00289,CAT-012,Shoes,Style,11,7,4
USR-00289,CAT-014,Accessories,Style,11,9,2
USR-00290,CAT-002,Laptops,Digital,8,6,2
USR-00290,CAT-003,Headphones,Digital,11,6,5
USR-00290,CAT-004,Monitors,Digital,6,5,1
USR-00290,CAT-005,Storage,Digital,12,9,3
USR-00290,CAT-030,Sports,Outdoor,1,1,0
USR-00291,CAT-011,Clothing,Style,6,5,1
USR-00291,CAT-021,Toys,Family,7,5,2
USR-00291,CAT-022,Baby care,Family,14,10,4
USR-00291,CAT-023,Books,Family,6,4,2
USR-00291,CAT-024,Stationery,Family,11,9,2
USR-00292,CAT-001,Smartphones,Digital,12,10,2
USR-00292,CAT-002,Laptops,Digital,7,5,2
USR-00292,CAT-003,Headphones,Digital,11,8,3
USR-00292,CAT-029,Automotive,Outdoor,3,3,0
USR-00293,CAT-015,Jewelry,Style,1,1,0
USR-00293,CAT-026,Cycling,Outdoor,6,5,1
USR-00293,CAT-027,Camping,Outdoor,14,11,3
USR-00293,CAT-028,Garden,Outdoor,10,7,3
USR-00293,CAT-029,Automotive,Outdoor,9,7,2
USR-00293,CAT-030,Sports,Outdoor,6,6,0
USR-00294,CAT-002,Laptops,Digital,11,10,1
USR-00294,CAT-003,Headphones,Digital,9,8,1
USR-00294,CAT-004,Monitors,Digital,5,5,0
USR-00294,CAT-005,Storage,Digital,10,8,2
USR-00294,CAT-029,Automotive,Outdoor,3,2,1
USR-00295,CAT-018,Supplements,Wellness,8,5,3
USR-00295,CAT-019,Fitness,Wellness,12,9,3
USR-00295,CAT-020,Personal care,Wellness,7,7,0
USR-00295,CAT-021,Toys,Family,9,6,3
USR-00295,CAT-022,Baby care,Family,8,7,1
USR-00295,CAT-023,Books,Family,9,5,4
USR-00295,CAT-024,Stationery,Family,11,8,3
USR-00295,CAT-025,Board games,Family,14,13,1
USR-00296,CAT-002,Laptops,Digital,4,4,0
USR-00296,CAT-026,Cycling,Outdoor,6,5,1
USR-00296,CAT-029,Automotive,Outdoor,4,4,0
USR-00296,CAT-030,Sports,Outdoor,6,4,2
USR-00297,CAT-003,Headphones,Digital,2,2,0
USR-00297,CAT-012,Shoes,Style,1,1,0
USR-00297,CAT-026,Cycling,Outdoor,5,4,1
USR-00297,CAT-027,Camping,Outdoor,8,7,1
USR-00297,CAT-028,Garden,Outdoor,5,5,0
USR-00297,CAT-029,Automotive,Outdoor,12,7,5
USR-00297,CAT-030,Sports,Outdoor,10,9,1
USR-00298,CAT-010,Bedding,Home,2,2,0
USR-00298,CAT-021,Toys,Family,9,8,1
USR-00298,CAT-023,Books,Family,8,4,4
USR-00298,CAT-024,Stationery,Family,6,5,1
USR-00298,CAT-025,Board games,Family,10,8,2
USR-00298,CAT-027,Camping,Outdoor,3,2,1
USR-00299,CAT-011,Clothing,Style,3,1,2
USR-00299,CAT-021,Toys,Family,7,6,1
USR-00299,CAT-022,Baby care,Family,7,5,2
USR-00299,CAT-024,Stationery,Family,5,2,3
USR-00299,CAT-025,Board games,Family,9,6,3
USR-00300,CAT-007,Cleaning,Home,4,2,2
USR-00300,CAT-016,Skincare,Wellness,11,10,1
USR-00300,CAT-018,Supplements,Wellness,7,6,1
USR-00300,CAT-019,Fitness,Wellness,15,15,0
USR-00301,CAT-016,Skincare,Wellness,4,3,1
USR-00301,CAT-018,Supplements,Wellness,4,3,1
USR-00301,CAT-022,Baby care,Family,9,9,0
USR-00301,CAT-023,Books,Family,8,4,4
USR-00301,CAT-025,Board games,Family,10,8,2
USR-00302,CAT-001,Smartphones,Digital,5,4,1
USR-00302,CAT-002,Laptops,Digital,9,4,5
USR-00302,CAT-003,Headphones,Digital,10,8,2
USR-00302,CAT-004,Monitors,Digital,15,10,5
USR-00302,CAT-005,Storage,Digital,10,6,4
USR-00302,CAT-022,Baby care,Family,1,1,0
USR-00303,CAT-011,Clothing,Style,10,8,2
USR-00303,CAT-012,Shoes,Style,12,10,2
USR-00303,CAT-013,Bags,Style,8,8,0
USR-00303,CAT-014,Accessories,Style,7,5,2
USR-00303,CAT-015,Jewelry,Style,9,6,3
USR-00303,CAT-021,Toys,Family,2,1,1
USR-00304,CAT-011,Clothing,Style,9,5,4
USR-00304,CAT-012,Shoes,Style,7,5,2
USR-00304,CAT-015,Jewelry,Style,6,4,2
USR-00304,CAT-018,Supplements,Wellness,5,3,2
USR-00305,CAT-021,Toys,Family,10,8,2
USR-00305,CAT-022,Baby care,Family,9,9,0
USR-00305,CAT-023,Books,Family,7,4,3
USR-00305,CAT-024,Stationery,Family,7,5,2
USR-00305,CAT-025,Board games,Family,6,5,1
USR-00305,CAT-029,Automotive,Outdoor,2,1,1
USR-00306,CAT-002,Laptops,Digital,5,5,0
USR-00306,CAT-003,Headphones,Digital,10,9,1
USR-00306,CAT-005,Storage,Digital,9,8,1
USR-00306,CAT-012,Shoes,Style,6,5,1
USR-00306,CAT-013,Bags,Style,13,10,3
USR-00306,CAT-014,Accessories,Style,10,10,0
USR-00306,CAT-015,Jewelry,Style,8,6,2
USR-00307,CAT-005,Storage,Digital,4,4,0
USR-00307,CAT-006,Kitchen appliances,Home,4,2,2
USR-00307,CAT-011,Clothing,Style,9,8,1
USR-00307,CAT-013,Bags,Style,11,9,2
USR-00307,CAT-014,Accessories,Style,4,4,0
USR-00307,CAT-015,Jewelry,Style,5,5,0
USR-00308,CAT-016,Skincare,Wellness,6,5,1
USR-00308,CAT-018,Supplements,Wellness,7,5,2
USR-00308,CAT-019,Fitness,Wellness,12,12,0
USR-00308,CAT-020,Personal care,Wellness,8,6,2
USR-00308,CAT-021,Toys,Family,9,9,0
USR-00308,CAT-023,Books,Family,4,2,2
USR-00308,CAT-025,Board games,Family,8,7,1
USR-00309,CAT-006,Kitchen appliances,Home,9,9,0
USR-00309,CAT-007,Cleaning,Home,9,8,1
USR-00309,CAT-008,Coffee,Home,13,8,5
USR-00309,CAT-009,Lighting,Home,10,8,2
USR-00309,CAT-010,Bedding,Home,8,6,2
USR-00309,CAT-017,Haircare,Wellness,7,6,1
USR-00309,CAT-019,Fitness,Wellness,8,8,0
USR-00309,CAT-020,Personal care,Wellness,4,4,0
USR-00310,CAT-003,Headphones,Digital,10,9,1
USR-00310,CAT-004,Monitors,Digital,13,12,1
USR-00310,CAT-005,Storage,Digital,10,8,2
USR-00310,CAT-017,Haircare,Wellness,5,4,1
USR-00310,CAT-018,Supplements,Wellness,4,3,1
USR-00310,CAT-019,Fitness,Wellness,8,7,1
USR-00311,CAT-011,Clothing,Style,9,8,1
USR-00311,CAT-012,Shoes,Style,6,4,2
USR-00311,CAT-013,Bags,Style,10,7,3
USR-00311,CAT-014,Accessories,Style,11,10,1
USR-00311,CAT-015,Jewelry,Style,5,4,1
USR-00311,CAT-029,Automotive,Outdoor,2,2,0
USR-00312,CAT-011,Clothing,Style,7,5,2
USR-00312,CAT-012,Shoes,Style,13,9,4
USR-00312,CAT-013,Bags,Style,10,8,2
USR-00312,CAT-014,Accessories,Style,13,10,3
USR-00312,CAT-015,Jewelry,Style,8,6,2
USR-00312,CAT-017,Haircare,Wellness,6,5,1
USR-00312,CAT-018,Supplements,Wellness,9,8,1
USR-00312,CAT-020,Personal care,Wellness,5,3,2
USR-00313,CAT-006,Kitchen appliances,Home,8,6,2
USR-00313,CAT-007,Cleaning,Home,7,6,1
USR-00313,CAT-009,Lighting,Home,4,2,2
USR-00313,CAT-010,Bedding,Home,8,4,4
USR-00313,CAT-022,Baby care,Family,7,4,3
USR-00313,CAT-023,Books,Family,9,6,3
USR-00313,CAT-024,Stationery,Family,5,4,1
USR-00314,CAT-006,Kitchen appliances,Home,4,3,1
USR-00314,CAT-007,Cleaning,Home,11,9,2
USR-00314,CAT-008,Coffee,Home,11,6,5
USR-00315,CAT-006,Kitchen appliances,Home,9,7,2
USR-00315,CAT-007,Cleaning,Home,8,7,1
USR-00315,CAT-009,Lighting,Home,7,6,1
USR-00315,CAT-028,Garden,Outdoor,2,2,0
USR-00316,CAT-006,Kitchen appliances,Home,10,6,4
USR-00316,CAT-009,Lighting,Home,4,3,1
USR-00316,CAT-010,Bedding,Home,10,7,3
USR-00317,CAT-006,Kitchen appliances,Home,6,6,0
USR-00317,CAT-007,Cleaning,Home,9,7,2
USR-00317,CAT-008,Coffee,Home,8,6,2
USR-00317,CAT-009,Lighting,Home,9,9,0
USR-00317,CAT-010,Bedding,Home,13,11,2
USR-00317,CAT-011,Clothing,Style,2,2,0
USR-00317,CAT-012,Shoes,Style,5,5,0
USR-00318,CAT-002,Laptops,Digital,6,4,2
USR-00318,CAT-017,Haircare,Wellness,7,5,2
USR-00318,CAT-019,Fitness,Wellness,6,4,2
USR-00318,CAT-020,Personal care,Wellness,10,9,1
USR-00319,CAT-005,Storage,Digital,5,3,2
USR-00319,CAT-006,Kitchen appliances,Home,12,9,3
USR-00319,CAT-007,Cleaning,Home,11,7,4
USR-00319,CAT-008,Coffee,Home,12,11,1
USR-00319,CAT-009,Lighting,Home,8,7,1
USR-00319,CAT-010,Bedding,Home,8,6,2
USR-00320,CAT-002,Laptops,Digital,2,2,0
USR-00320,CAT-009,Lighting,Home,3,2,1
USR-00320,CAT-026,Cycling,Outdoor,11,10,1
USR-00320,CAT-027,Camping,Outdoor,8,5,3
USR-00320,CAT-028,Garden,Outdoor,10,9,1
USR-00320,CAT-029,Automotive,Outdoor,10,7,3
USR-00320,CAT-030,Sports,Outdoor,11,10,1
USR-00321,CAT-018,Supplements,Wellness,3,2,1
USR-00321,CAT-023,Books,Family,5,5,0
USR-00321,CAT-026,Cycling,Outdoor,10,9,1
USR-00321,CAT-027,Camping,Outdoor,8,7,1
USR-00321,CAT-028,Garden,Outdoor,4,2,2
USR-00321,CAT-030,Sports,Outdoor,10,8,2
USR-00322,CAT-002,Laptops,Digital,1,1,0
USR-00322,CAT-011,Clothing,Style,8,6,2
USR-00322,CAT-012,Shoes,Style,6,5,1
USR-00322,CAT-013,Bags,Style,11,10,1
USR-00322,CAT-015,Jewelry,Style,12,10,2
USR-00323,CAT-006,Kitchen appliances,Home,6,5,1
USR-00323,CAT-007,Cleaning,Home,14,12,2
USR-00323,CAT-008,Coffee,Home,17,15,2
USR-00323,CAT-009,Lighting,Home,13,10,3
USR-00323,CAT-010,Bedding,Home,8,8,0
USR-00323,CAT-023,Books,Family,3,3,0
USR-00324,CAT-005,Storage,Digital,3,1,2
USR-00324,CAT-011,Clothing,Style,9,8,1
USR-00324,CAT-012,Shoes,Style,5,4,1
USR-00324,CAT-015,Jewelry,Style,6,4,2
USR-00325,CAT-007,Cleaning,Home,7,5,2
USR-00325,CAT-009,Lighting,Home,8,7,1
USR-00325,CAT-010,Bedding,Home,6,5,1
USR-00325,CAT-022,Baby care,Family,9,7,2
USR-00325,CAT-023,Books,Family,10,6,4
USR-00325,CAT-024,Stationery,Family,8,8,0
USR-00326,CAT-016,Skincare,Wellness,12,10,2
USR-00326,CAT-017,Haircare,Wellness,11,7,4
USR-00326,CAT-018,Supplements,Wellness,9,7,2
USR-00326,CAT-019,Fitness,Wellness,6,2,4
USR-00326,CAT-020,Personal care,Wellness,8,6,2
USR-00326,CAT-021,Toys,Family,7,6,1
USR-00326,CAT-023,Books,Family,8,4,4
USR-00326,CAT-025,Board games,Family,6,5,1
USR-00327,CAT-018,Supplements,Wellness,2,2,0
USR-00327,CAT-021,Toys,Family,9,6,3
USR-00327,CAT-022,Baby care,Family,6,5,1
USR-00327,CAT-023,Books,Family,13,10,3
USR-00327,CAT-024,Stationery,Family,8,6,2
USR-00327,CAT-025,Board games,Family,8,6,2
USR-00328,CAT-012,Shoes,Style,9,6,3
USR-00328,CAT-013,Bags,Style,10,3,7
USR-00328,CAT-014,Accessories,Style,6,4,2
USR-00328,CAT-015,Jewelry,Style,12,6,6
USR-00329,CAT-016,Skincare,Wellness,9,9,0
USR-00329,CAT-017,Haircare,Wellness,17,12,5
USR-00329,CAT-018,Supplements,Wellness,8,5,3
USR-00329,CAT-019,Fitness,Wellness,10,8,2
USR-00329,CAT-020,Personal care,Wellness,8,7,1
USR-00329,CAT-023,Books,Family,3,3,0
USR-00330,CAT-007,Cleaning,Home,9,8,1
USR-00330,CAT-008,Coffee,Home,8,7,1
USR-00330,CAT-009,Lighting,Home,11,8,3
USR-00330,CAT-010,Bedding,Home,10,7,3
USR-00330,CAT-011,Clothing,Style,4,4,0
USR-00330,CAT-019,Fitness,Wellness,3,1,2
USR-00331,CAT-008,Coffee,Home,3,1,2
USR-00331,CAT-021,Toys,Family,9,5,4
USR-00331,CAT-023,Books,Family,5,4,1
USR-00331,CAT-025,Board games,Family,13,9,4
USR-00332,CAT-006,Kitchen appliances,Home,8,6,2
USR-00332,CAT-008,Coffee,Home,9,6,3
USR-00332,CAT-010,Bedding,Home,9,9,0
USR-00332,CAT-025,Board games,Family,5,2,3
USR-00333,CAT-017,Haircare,Wellness,10,9,1
USR-00333,CAT-018,Supplements,Wellness,16,11,5
USR-00333,CAT-020,Personal care,Wellness,6,6,0
USR-00333,CAT-021,Toys,Family,6,4,2
USR-00333,CAT-024,Stationery,Family,10,10,0
USR-00333,CAT-025,Board games,Family,6,5,1
USR-00334,CAT-001,Smartphones,Digital,6,6,0
USR-00334,CAT-003,Headphones,Digital,9,7,2
USR-00334,CAT-004,Monitors,Digital,3,3,0
USR-00334,CAT-026,Cycling,Outdoor,9,9,0
USR-00334,CAT-027,Camping,Outdoor,9,8,1
USR-00334,CAT-028,Garden,Outdoor,10,7,3
USR-00334,CAT-029,Automotive,Outdoor,12,9,3
USR-00334,CAT-030,Sports,Outdoor,9,6,3
USR-00335,CAT-001,Smartphones,Digital,6,4,2
USR-00335,CAT-002,Laptops,Digital,6,6,0
USR-00335,CAT-003,Headphones,Digital,7,4,3
USR-00335,CAT-004,Monitors,Digital,11,8,3
USR-00335,CAT-005,Storage,Digital,7,5,2
USR-00336,CAT-004,Monitors,Digital,5,4,1
USR-00336,CAT-016,Skincare,Wellness,11,10,1
USR-00336,CAT-017,Haircare,Wellness,8,5,3
USR-00336,CAT-019,Fitness,Wellness,11,9,2
USR-00336,CAT-020,Personal care,Wellness,12,9,3
USR-00337,CAT-001,Smartphones,Digital,10,8,2
USR-00337,CAT-002,Laptops,Digital,9,8,1
USR-00337,CAT-003,Headphones,Digital,7,6,1
USR-00337,CAT-004,Monitors,Digital,9,9,0
USR-00337,CAT-005,Storage,Digital,7,5,2
USR-00337,CAT-020,Personal care,Wellness,4,4,0
USR-00337,CAT-027,Camping,Outdoor,3,2,1
USR-00338,CAT-009,Lighting,Home,2,1,1
USR-00338,CAT-021,Toys,Family,12,9,3
USR-00338,CAT-022,Baby care,Family,11,8,3
USR-00338,CAT-023,Books,Family,10,6,4
USR-00338,CAT-025,Board games,Family,11,8,3
USR-00339,CAT-001,Smartphones,Digital,16,13,3
USR-00339,CAT-002,Laptops,Digital,7,6,1
USR-00339,CAT-003,Headphones,Digital,11,11,0
USR-00339,CAT-004,Monitors,Digital,7,7,0
USR-00339,CAT-005,Storage,Digital,8,6,2
USR-00339,CAT-018,Supplements,Wellness,2,1,1
USR-00340,CAT-013,Bags,Style,1,1,0
USR-00340,CAT-026,Cycling,Outdoor,9,7,2
USR-00340,CAT-028,Garden,Outdoor,7,5,2
USR-00340,CAT-029,Automotive,Outdoor,10,9,1
USR-00340,CAT-030,Sports,Outdoor,7,6,1
USR-00341,CAT-002,Laptops,Digital,10,10,0
USR-00341,CAT-003,Headphones,Digital,7,5,2
USR-00341,CAT-004,Monitors,Digital,4,2,2
USR-00341,CAT-005,Storage,Digital,10,9,1
USR-00341,CAT-019,Fitness,Wellness,3,2,1
USR-00342,CAT-012,Shoes,Style,3,3,0
USR-00342,CAT-026,Cycling,Outdoor,9,8,1
USR-00342,CAT-027,Camping,Outdoor,11,10,1
USR-00342,CAT-030,Sports,Outdoor,9,7,2
USR-00343,CAT-015,Jewelry,Style,3,3,0
USR-00343,CAT-021,Toys,Family,7,5,2
USR-00343,CAT-022,Baby care,Family,9,8,1
USR-00343,CAT-023,Books,Family,12,8,4
USR-00343,CAT-025,Board games,Family,10,6,4
USR-00343,CAT-028,Garden,Outdoor,2,2,0
USR-00344,CAT-011,Clothing,Style,1,1,0
USR-00344,CAT-017,Haircare,Wellness,8,8,0
USR-00344,CAT-018,Supplements,Wellness,10,8,2
USR-00344,CAT-019,Fitness,Wellness,7,7,0
USR-00344,CAT-020,Personal care,Wellness,7,6,1
USR-00345,CAT-004,Monitors,Digital,3,2,1
USR-00345,CAT-021,Toys,Family,10,9,1
USR-00345,CAT-022,Baby care,Family,10,8,2
USR-00345,CAT-024,Stationery,Family,7,3,4
USR-00345,CAT-025,Board games,Family,7,4,3
USR-00346,CAT-008,Coffee,Home,4,4,0
USR-00346,CAT-021,Toys,Family,10,6,4
USR-00346,CAT-023,Books,Family,5,3,2
USR-00346,CAT-024,Stationery,Family,12,10,2
USR-00346,CAT-025,Board games,Family,6,4,2
USR-00347,CAT-017,Haircare,Wellness,5,4,1
USR-00347,CAT-018,Supplements,Wellness,7,5,2
USR-00347,CAT-020,Personal care,Wellness,7,7,0
USR-00347,CAT-026,Cycling,Outdoor,9,7,2
USR-00347,CAT-027,Camping,Outdoor,10,10,0
USR-00347,CAT-030,Sports,Outdoor,10,8,2
USR-00348,CAT-006,Kitchen appliances,Home,9,5,4
USR-00348,CAT-007,Cleaning,Home,7,7,0
USR-00348,CAT-008,Coffee,Home,11,8,3
USR-00348,CAT-009,Lighting,Home,7,5,2
USR-00348,CAT-010,Bedding,Home,9,7,2
USR-00348,CAT-030,Sports,Outdoor,3,2,1
USR-00349,CAT-016,Skincare,Wellness,13,9,4
USR-00349,CAT-017,Haircare,Wellness,6,4,2
USR-00349,CAT-018,Supplements,Wellness,8,7,1
USR-00349,CAT-019,Fitness,Wellness,11,10,1
USR-00349,CAT-020,Personal care,Wellness,8,7,1
USR-00349,CAT-021,Toys,Family,7,6,1
USR-00349,CAT-024,Stationery,Family,10,9,1
USR-00349,CAT-025,Board games,Family,5,5,0
USR-00350,CAT-001,Smartphones,Digital,11,7,4
USR-00350,CAT-002,Laptops,Digital,6,5,1
USR-00350,CAT-003,Headphones,Digital,6,5,1
USR-00350,CAT-004,Monitors,Digital,5,5,0
USR-00350,CAT-005,Storage,Digital,7,6,1
USR-00350,CAT-029,Automotive,Outdoor,8,7,1
USR-00351,CAT-016,Skincare,Wellness,6,4,2
USR-00351,CAT-017,Haircare,Wellness,11,8,3
USR-00351,CAT-019,Fitness,Wellness,7,6,1
USR-00351,CAT-020,Personal care,Wellness,7,6,1
USR-00351,CAT-028,Garden,Outdoor,3,2,1
USR-00352,CAT-001,Smartphones,Digital,10,7,3
USR-00352,CAT-003,Headphones,Digital,10,8,2
USR-00352,CAT-004,Monitors,Digital,6,6,0
USR-00352,CAT-005,Storage,Digital,15,15,0
USR-00353,CAT-016,Skincare,Wellness,9,7,2
USR-00353,CAT-017,Haircare,Wellness,7,4,3
USR-00353,CAT-018,Supplements,Wellness,11,8,3
USR-00353,CAT-020,Personal care,Wellness,7,6,1
USR-00354,CAT-016,Skincare,Wellness,10,8,2
USR-00354,CAT-017,Haircare,Wellness,8,7,1
USR-00354,CAT-018,Supplements,Wellness,5,5,0
USR-00354,CAT-021,Toys,Family,7,5,2
USR-00354,CAT-024,Stationery,Family,8,7,1
USR-00354,CAT-025,Board games,Family,8,6,2
USR-00355,CAT-011,Clothing,Style,10,7,3
USR-00355,CAT-012,Shoes,Style,9,9,0
USR-00355,CAT-013,Bags,Style,10,8,2
USR-00355,CAT-014,Accessories,Style,7,4,3
USR-00355,CAT-015,Jewelry,Style,6,5,1
USR-00355,CAT-019,Fitness,Wellness,4,4,0
USR-00356,CAT-011,Clothing,Style,9,9,0
USR-00356,CAT-012,Shoes,Style,7,3,4
USR-00356,CAT-013,Bags,Style,6,5,1
USR-00356,CAT-014,Accessories,Style,9,3,6
USR-00356,CAT-015,Jewelry,Style,6,4,2
USR-00356,CAT-029,Automotive,Outdoor,5,4,1
USR-00357,CAT-012,Shoes,Style,8,5,3
USR-00357,CAT-013,Bags,Style,5,4,1
USR-00357,CAT-014,Accessories,Style,15,11,4
USR-00357,CAT-021,Toys,Family,8,5,3
USR-00357,CAT-022,Baby care,Family,9,6,3
USR-00357,CAT-023,Books,Family,9,8,1
USR-00357,CAT-024,Stationery,Family,8,7,1
USR-00357,CAT-025,Board games,Family,7,7,0
USR-00358,CAT-007,Cleaning,Home,4,4,0
USR-00358,CAT-021,Toys,Family,10,7,3
USR-00358,CAT-022,Baby care,Family,9,9,0
USR-00358,CAT-024,Stationery,Family,5,4,1
USR-00358,CAT-025,Board games,Family,9,5,4
USR-00358,CAT-026,Cycling,Outdoor,2,1,1
USR-00359,CAT-011,Clothing,Style,7,7,0
